Date,Close,High,Low,Open,Volume,RSI_14,volatility_20d,SMA_20,SMA_50,EMA_20,BB_upper,BB_lower,MACD,MACD_signal,MACD_hist,momentum_1w,momentum_1m,temperature_2m_max,precipitation_sum,et0_fao_evapotranspiration,weekend_temp_max,weekend_precip_sum,weekend_et0,hot_day,cold_day,dry_day,dry_spell,usd_Open,usd_High,usd_Low,usd_Close,usd_Volume,usd_RSI_14,usd_volatility_20d,usd_Close_lag_1w,usd_Close_lag_1m,usd_log_return_lag_1w,usd_volatility_lag_1w,inf_US_CPI,inf_CPI_MoM_pct,inf_CPI_YoY_pct,cal_is_planting,cal_is_pollination,cal_is_harvest,cal_is_planting_duration,cal_is_pollination_duration,cal_is_harvest_duration,cal_month,cal_week_of_year,cal_sin_month,cal_cos_month,cal_sin_week,cal_cos_week,vix_close,vix_log_return,vix_ma4,vix_regime,currency_adjusted_close,inflation_pressure,close_lag_1,close_lag_2,temp_bio_lag,precip_bio_lag,temp_wavelet_trend,precip_wavelet_trend,BB_upper_adj,BB_lower_adj,volatility,EMA_adj,RSI_adj,rv_5d,rv_10d,rv_20d,rv_ratio,hl_range_pct,hl_range_ma5,hl_range_ma20,hl_expansion,volume_ratio,price_vol_corr,usd_rv_5d,usd_rv_20d,usd_rv_ratio,return_future,target_binary,target_soft,target_reg,target,target_mc_down,target_mc_flat,target_mc_up,target_multiclass
2011-02-14 00:00:00+00:00,695.75,710.5,666.25,674.0,940208,70.9090909090909,0.2640492400541408,667.3375,626.37,668.233280703182,706.2362467664399,628.4387532335601,20.607622355955076,18.620719410248977,1.9869029457060956,0.0311226380140792,0.0828793774319065,-2.130928572285714,2.511428575714283,0.659422521877551,-0.22021424025714303,41.32857243142857,0.5774737625918368,0.0,6.6,1.4,1.4,1.628600001335144,1.6759999990463257,1.610700011253357,1.6154999732971191,0,41.52803617846259,0.3029971814834232,1.6241999864578247,1.6690000295639038,-0.0268497343073122,0.3345845159835044,220.223,0.4763230053974165,1.631846857448771,0,0,0,0,0,0,2,7,0.8660254037844386,0.5000000000000001,0.7485107481711011,0.6631226582407953,15.949999809265137,-0.0204785854790809,17.352500200271606,1.0,1123.9841064214706,-3.1612964361286364,674.75,659.5,-2.5037857065714286,35.131428248571424,7.856111149317757,30.966260379772915,1143.5633725474509,1035.826739018139,26.934158382328004,1092.3488851330121,88.52464464182468,0.217617062418066,0.2612399185032183,0.3724727147295598,0.5842496590215314,0.063600431189364,0.053246200308868896,0.06972242158254753,0.9121946803313161,1.2258228161337974,-0.17395852953481106,0.07995098769528129,0.1969329736133362,0.40598068555270217,0.019490756980589552,1.0,0.5558997998750892,0.019490756980589552,1.0,0.1512875829694115,0.29281261715549933,0.5558997998750892,2.0
2011-03-07 00:00:00+00:00,710.75,734.75,699.75,722.0,71023,54.47761194029851,0.3156142513998339,702.2625,662.955,700.4084802829974,736.1518225693612,668.3731774306389,16.95517844407641,17.681157508980803,-0.7259790649043936,-0.0162629757785467,0.0728301886792452,5.906214257142857,16.937143348571425,1.4434229926938775,1.3676426728571427,50.768571508571426,1.0895662027755102,0.0,5.2,0.2,0.0,1.6574000120162964,1.6612999439239502,1.639899969100952,1.639899969100952,0,40.80221402761593,0.2542456496951646,1.659999966621399,1.6684000492095947,-0.0016252391028025,0.2675922019495125,220.223,0.4763230053974165,1.631846857448771,0,0,0,0,0,0,3,10,1.0,6.123233995736766e-17,0.9350162426854148,0.3546048870425355,20.65999984741211,0.118569861016705,17.84750008583069,1.0,1165.5589030385015,-0.6388469156776665,722.5,709.75,-4.12949991,21.268571297142852,7.364309013160234,29.970729731801516,1222.661905099411,1094.730291317444,31.982903445491754,1155.0232772951138,75.37311147627562,0.19616559808608333,0.2423173561508528,0.3114858410630532,0.6297737037383894,0.049243756595145974,0.05904420570329163,0.06013609173556905,0.8188717787474987,0.10419854574199076,-0.09358673181926344,0.11322451210293256,0.18361899858970163,0.616627401338027,-0.05654667457539697,0.0,0.027190153503116404,-0.05654667457539697,0.0,0.8886805391278448,0.08412930736903876,0.027190153503116404,0.0
2011-03-14 00:00:00+00:00,664.0,712.0,646.25,710.75,153036,45.176110260336905,0.3239134110337092,699.35,668.97,691.0237056136092,739.6679468984339,659.0320531015661,2.3860090545432517,10.813375253950978,-8.427366199407727,-0.0657755891663735,-0.0493915533285611,6.630499977714286,14.522857841428568,1.4711590508571428,4.5483570674285705,37.471430351428566,1.5653300856938777,0.0,5.2,0.0,0.0,1.6500999927520752,1.6656999588012695,1.6394000053405762,1.6561000347137451,0,39.92935913529187,0.2241309703440393,1.639899969100952,1.6641000509262085,-0.0058369736773432,0.2395058810990694,221.309,0.4931365025451439,2.1075846286581656,0,0,0,0,0,0,3,11,1.0,6.123233995736766e-17,0.970941817426052,0.239315664287558,21.1299991607666,0.0224943356045155,19.14249992370605,1.0,1099.6504230499268,-1.076833870279464,710.75,722.5,-2.6430713528571426,14.357142485714279,7.182634694080773,30.454645900809716,1235.8965748320563,1069.3287798990266,41.641948733257486,1132.8741355969744,43.050117192666484,0.30791717600834173,0.2700227667390534,0.3311146999942168,0.9299410950776539,0.0990210843373494,0.07091956002907941,0.061856376721667286,1.6008223173932,0.23815694943848661,-0.3722149598211763,0.11235327497954734,0.18304784563864096,0.6137918119147299,0.038630109581694105,1.0,0.765218384930968,0.038630109581694105,1.0,0.0640735363861724,0.17070807868285953,0.765218384930968,2.0
2011-03-21 00:00:00+00:00,686.5,698.5,608.0,667.25,981197,40.811724915445325,0.4037687641508574,687.8375,672.765,677.7052684167579,750.5818172096479,625.0931827903521,-5.006257153397883,-0.566021702637839,-4.440235450760044,0.0338855421686747,-0.0368291827428972,14.99907158,6.945714304571426,2.157617823469388,6.499785710285714,17.50285754228571,1.673632488387755,0.0,1.2,1.0,0.4,1.6545000076293943,1.6794999837875366,1.6545000076293943,1.663699984550476,0,52.934122161816425,0.1600135747292642,1.6561000347137451,1.6619999408721924,-0.0017495732026631,0.1989117470913253,221.309,0.4931365025451439,2.1075846286581656,0,0,0,0,0,0,3,12,1.0,6.123233995736766e-17,0.992708874098054,0.120536680255323,20.61000061035156,-0.0249173673936325,20.1875,1.0,1142.1300393939018,-0.6680938228114539,664.0,710.75,-6.161642833857143,4.522857287999995,7.138579920932704,29.619046651872683,1235.4444782095784,1067.9001924735671,41.886071434002844,1136.5764971157519,49.03869055567901,0.3233352802219474,0.2725240410310093,0.32613782030967475,0.991406853706403,0.13182811361981064,0.08456509651516872,0.06591421808910217,1.9999948029673773,1.5092765725473025,0.11843256017269838,0.10609951268678186,0.1713402175320365,0.6192329391353458,-0.03068579348890621,0.0,0.09243246817988492,-0.03068579348890621,0.0,0.6866038997758701,0.22096363204424496,0.09243246817988492,0.0
2011-03-28 00:00:00+00:00,671.0,717.25,668.25,686.75,814980,43.71460928652321,0.4172754366642067,684.8,679.73,680.8256497382083,744.9685352287936,624.6314647712063,-0.5254038846608182,-0.869788793843567,0.3443849091827488,-0.0225782957028405,-0.0575842696629212,7.426214231428572,24.151429440571427,2.3259471048979594,13.704785634285715,19.991428845142853,2.280124184795918,0.0,5.4,0.0,0.0,1.659500002861023,1.6641000509262085,1.649899959564209,1.649899959564209,0,48.37277297824411,0.0653334998347845,1.663699984550476,1.662700057029724,-0.0094520920197454,0.1325336416918612,221.309,0.4931365025451439,2.1075846286581656,0,0,0,0,0,0,3,13,1.0,6.123233995736766e-17,1.0,-1.6081226496766366e-16,19.440000534057617,-0.0584435980123154,20.460000038146973,1.0,1107.0828728675842,-1.438345704519684,686.5,664.0,-5.650928378857143,18.631429199428563,7.5622060959877375,28.997910019180438,1190.2506418113899,1066.9604773635674,30.822541111955623,1124.7790474164724,23.969133128636926,0.3315262393295856,0.24234113383388664,0.3316248227780942,0.9997026958214116,0.07302533532041729,0.08937798323406022,0.06725877831945451,1.085736706608121,1.2667675960668423,0.27380863116827625,0.11479634022442507,0.16956152854943843,0.6770187461524734,0.10698396780835329,1.0,0.9900402969600828,0.10698396780835329,1.0,0.0022396391020266405,0.007720063937890598,0.9900402969600828,2.0
2011-04-04 00:00:00+00:00,760.25,765.0,659.25,671.0,781789,74.38665358194308,0.449895773842244,680.875,685.005,692.2938248811989,744.504168253492,617.245831746508,9.369898564274765,1.7858257344774997,7.584072829797263,0.1330104321907601,0.0540727902946274,12.661928531428572,4.425714194285711,2.391372768979592,5.7312142914285715,42.042858577142844,2.2699199746938774,0.0,3.4,0.6000000000000001,0.0,1.6578999757766724,1.6612000465393066,1.5952999591827393,1.6119999885559082,0,25.30344972668655,0.0832170940601447,1.649899959564209,1.649500012397766,-0.0045958048317178,0.0654906880316887,221.309,0.4931365025451439,2.1075846286581656,1,0,0,1,0,0,4,14,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.1205366802553228,17.5,-0.1051319455749239,19.670000076293945,1.0,1225.5229912996292,-0.9527169857169239,671.0,686.5,-7.356642850042858,14.257142642857138,7.444077592467791,29.839519603565112,1258.9430344461755,1028.2501288593455,57.67322639670748,1165.0766249697606,61.4489739290374,0.46803121245232,0.32676973799435904,0.34729809747802975,1.347635366777597,0.13909898059848733,0.09844345409424213,0.06782308828547248,2.0509086744018883,1.268557868909603,0.12142493446425745,0.09561485786299713,0.17327867639678726,0.5517981458149483,-0.0056875346460453224,0.0,0.26223646360497826,-0.0056875346460453224,0.0,0.38565267919680857,0.35211085719821317,0.26223646360497826,0.0
2011-04-11 00:00:00+00:00,776.0,783.75,751.25,758.25,905295,72.73885350318471,0.4776857643213034,702.85,696.625,721.7288379975208,800.3367602346716,605.3632397653284,23.46830052450389,14.117727172065033,9.350573352438856,0.0207168694508386,0.1770951839211225,19.433357114285712,13.32571443428571,3.3262910983673466,20.091214071428574,12.131428474285709,2.7240265897959186,0.2,0.0,0.0,0.0,1.6052000522613523,1.6146999597549438,1.5638999938964844,1.5702999830245972,0,15.160523239612914,0.0966634028081207,1.6119999885559082,1.659000039100647,-0.0093851138984821,0.0945385317923716,221.309,0.4931365025451439,2.1075846286581656,1,0,0,2,0,0,4,15,0.8660254037844387,-0.4999999999999998,0.970941817426052,-0.2393156642875575,16.59000015258789,-0.053400767529533,18.535000324249268,1.0,1218.5527868270874,-1.431647892393354,760.25,671.0,-0.8737857203,9.811428788571423,8.260021881433003,28.69706211135354,1289.5479754651972,1057.0963697289042,58.11290143407325,1186.4670897126994,79.29537289968559,0.45269176805383504,0.32991286487752275,0.31630524805346905,1.4311863509310074,0.04188144329896907,0.09697099143500673,0.065332007611993,0.6410554094273203,1.4888624562583348,0.13340014502972905,0.11615080879307178,0.17754701267797776,0.6541974460689094,-0.03229871798200379,0.0,0.08588588659730242,-0.03229871798200379,0.0,0.7036908724938415,0.21042324090885603,0.08588588659730242,0.0
2011-04-18 00:00:00+00:00,751.75,775.5,733.75,775.25,944358,71.44772117962466,0.4016384505676981,727.2,705.03,733.2159846283977,805.7991830679379,648.6008169320622,19.11149396831138,18.601480969791883,0.5100129985194961,-0.03125,0.0998536942209218,15.063357108571429,30.13142958571428,3.391216201469388,24.070499732857144,43.74857211999999,3.3186366052653065,0.0,1.2000000000000002,0.0,0.0,1.5779000520706177,1.5968999862670898,1.568600058555603,1.568600058555603,0,25.198288446138637,0.1135258280832814,1.592900037765503,1.6759999990463257,-0.013592877954167,0.1010244828890128,223.467,0.97510720305094,2.6816032642408505,1,0,0,3,0,0,4,16,0.8660254037844387,-0.4999999999999998,0.9350162426854148,-0.3546048870425354,16.959999084472656,0.022057462982255,17.62249994277954,1.0,1179.1950940191746,-2.3343949984676398,776.0,760.25,-0.22021424025714303,41.32857243142857,9.280052710557142,29.668127273201698,1291.2126533379753,1073.9642191687624,54.31210854230325,1183.5582914352888,59.27483442698887,0.4090898545773288,0.3450653656560247,0.3091069075446052,1.3234574555203726,0.05553708014632524,0.0882741905968019,0.0645092331938564,0.8609166283261306,1.5135625660930636,0.16167504119271583,0.09736131837424548,0.16655113290971216,0.5845731027317257,0.009579573386794049,0.0,0.4326563770484408,0.009579573386794049,0.0,0.2263602324727993,0.34098339047875986,0.4326563770484408,2.0
2011-04-25 00:00:00+00:00,762.5,768.0,728.5,752.25,486102,50.86705202312138,0.3711347838977575,738.2875,709.76,737.4295603825434,807.7776119433162,668.7973880566839,14.519882558872268,16.606056208784505,-2.0861736499122365,0.0276280323450135,0.085409252669039,14.17192852857143,47.73999983428571,2.308765214040816,13.202642811428571,72.3828596322857,3.1326114850612248,0.0,1.2,0.0,0.0,1.583199977874756,1.5889999866485596,1.5585999488830566,1.5613000392913818,0,33.52824623316427,0.1294659675796162,1.568600058555603,1.659999966621399,-0.0148075530882458,0.117617359964368,223.467,0.97510720305094,2.6816032642408505,1,0,0,4,0,0,4,17,0.8660254037844387,-0.4999999999999998,0.8854560256532099,-0.4647231720437685,15.770000457763672,-0.072748146379744,16.704999923706055,1.0,1190.4912799596786,-2.45586251187552,751.75,776.0,6.7276430142857135,2.9171428399999955,9.533123039645622,32.423916457658734,1247.7356039060783,1159.1454721467067,22.147532939842854,1186.331486845045,73.68692962822732,0.39758062836011915,0.3421880259894677,0.3020156203476895,1.3164240138909777,0.05180327868852459,0.07226922361054469,0.06425515333595758,0.806211921331078,0.761110051191122,0.1633368767545292,0.08159887425095619,0.14266272394929505,0.5719704928685716,-0.04041171562832746,0.0,0.058934516906151056,-0.04041171562832746,0.0,0.7808430075398277,0.16022247555402122,0.058934516906151056,0.0
2011-05-02 00:00:00+00:00,730.75,771.0,715.5,765.5,559129,38.67334167709637,0.3688903502926554,752.8375,714.365,739.9809663212675,780.3608274265944,725.3141725734056,8.860070681620755,13.073842530232868,-4.213771848612113,-0.0416393442622951,0.0540930400288495,16.031928668571428,51.297144607999996,2.7486662374693878,15.903357257142858,83.4657134722857,2.412538944285714,0.0,0.6000000000000001,0.0,0.0,1.5635000467300415,1.5917999744415283,1.5541000366210938,1.5633000135421753,0,47.84217922259654,0.1358271964594675,1.5613000392913818,1.628499984741211,-0.0049196446666847,0.1298195756983235,223.467,0.97510720305094,2.6816032642408505,1,0,0,5,0,0,5,18,0.4999999999999999,-0.8660254037844387,0.8229838658936565,-0.5680647467311557,15.989999771118164,0.0138540825293554,16.327499866485596,1.0,1142.3814848959446,-1.46707166971941,762.5,751.75,7.699071314285716,19.542856697142852,9.94410589238738,35.71693561989274,1245.7316795159934,1119.5786433349492,31.538259045261018,1168.7514860654032,10.683601248493545,0.4116727738310904,0.35591488201061217,0.29268628206763403,1.4065324717563505,0.0759493670886076,0.07285402996418275,0.0648148989611398,1.171788533007792,0.8426928147622471,0.19556278664026439,0.093338050477471,0.12235098618914447,0.7628711934080057,-0.01365931999535841,0.0,0.19263696774083536,-0.01365931999535841,0.0,0.48324777256322204,0.32411525969594257,0.19263696774083536,0.0
